"resource_type","display_name","region","lifecycle_state","compartment_id","ocid","time_created","freeform_tags","defined_tags","is_accessible","parent_compartment_id","description"
"Compartment","o-p-om2-cmp-cdin-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaanalnmbuht65cel33bkqu2aowgdi3hvfcqofq2q7tsod5jcurxpxq","ocid1.compartment.oc19..aaaaaaaavug4kpn4sdoskxdzgkfi2uvke26grr6gbxtvg2f3x6ve3ngs5jfq","10/03/2026 15:41:57","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:57.15Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-cdin-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaanalnmbuht65cel33bkqu2aowgdi3hvfcqofq2q7tsod5jcurxpxq","Production Environment Compartment"
"Compartment","o-p-om2-cmp-exacs-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","ocid1.compartment.oc19..aaaaaaaaexcetgujt75cw4hxoyttqpq5lqqfe4zcutegmvlk5vwikibcf3na","10/03/2026 15:41:57","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:57.224Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-exacs-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""},""o-p-om2-tagns-name-001"":{""o-p-om2-tag-role-001"":""o-p-om2-tag-role-exa-001""}}","True","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","Shared exacs Platform"
"Compartment","o-d-om2-cmp-cdin-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaanalnmbuht65cel33bkqu2aowgdi3hvfcqofq2q7tsod5jcurxpxq","ocid1.compartment.oc19..aaaaaaaas5tb4msd3rlj6luy7smtqmnybp3cm4sprqoya3v4fbqvycpe6ewq","10/03/2026 15:41:57","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:57.271Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""dev"",""iac"":""terraform"",""name"":""o-d-om2-cmp-cdin-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaanalnmbuht65cel33bkqu2aowgdi3hvfcqofq2q7tsod5jcurxpxq","Non Production Environment Compartment"
"Compartment","o-p-om2-cmp-devop-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","ocid1.compartment.oc19..aaaaaaaapmdgp7bcad4vembnxe3t3iajxbpvztrlp3dk2p7y6xzwgnlbwslq","10/03/2026 15:41:57","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:57.221Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-devop-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","Shared devops Platform"
"Compartment","o-p-om2-cmp-logg-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","ocid1.compartment.oc19..aaaaaaaaljtgrfd42d76gps36ryevoufbxk3cns7ri7zfwjvlauu4bq6r3na","10/03/2026 15:41:57","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:57.152Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-logg-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","Shared Logging Platform"
"Compartment","o-p-om2-cmp-cdin-core-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.compartment.oc19..aaaaaaaanalnmbuht65cel33bkqu2aowgdi3hvfcqofq2q7tsod5jcurxpxq","10/03/2026 15:41:37","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:37.68Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-cdin-core-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","Coretech Entity Environment Compartment"
"Compartment","o-p-om2-cmp-platform-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.compartment.oc19..aaaaaaaa6xwlxfjdyxcozp274vtvpp2ar5cahjmyljyxbb44wh726jjppm4q","10/03/2026 15:41:37","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:37.677Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-platform-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","Shared Platform Compartment"
"Compartment","o-p-om2-cmp-network-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.compartment.oc19..aaaaaaaa5gtrrkqmob4ummcgl52exbo4d4vf55uvlzdku5j4fammf3b2pmlq","10/03/2026 15:41:37","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:37.644Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-network-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""},""o-p-om2-tagns-name-001"":{""o-p-om2-tag-role-001"":""o-p-om2-tag-role-network-001""}}","True","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","Shared Network Compartment"
"Compartment","o-p-om2-cmp-security-001",,"ACTIVE","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","ocid1.compartment.oc19..aaaaaaaayw5yjsj6mh5smp5piyjpjelequhd777a66psqqoxcw7czj4dyiua","10/03/2026 15:41:35","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:35.537Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-security-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""},""o-p-om2-tagns-name-001"":{""o-p-om2-tag-role-001"":""o-p-om2-tag-role-security-001""}}","True","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","Shared Security Compartment"
"Compartment","o-p-om2-cmp-land-001",,"ACTIVE","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.compartment.oc19..aaaaaaaa43gu35rhrbtmirjlkxilrma3v5s2bqzhico4up6jvstnluiud3oa","10/03/2026 15:41:08","{""ocilz-terraform-module"":""iam-compartments/0.3.4""}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-10T14:41:08.872Z""},""o-p-om2-tagns-ens-001"":{""ens-authenticity"":""__FILL__"",""ens-availability"":""__FILL__"",""ens-confidentiality"":""__FILL__"",""ens-integrity"":""__FILL__"",""ens-traceability"":""__FILL__""},""o-p-om2-tagns-gov-001"":{""application-code"":""__FILL__"",""application-name"":""__FILL__"",""business-criticality"":""__FILL__"",""cost-center"":""__FILL__"",""department"":""__FILL__"",""environment"":""pro"",""iac"":""terraform"",""name"":""o-p-om2-cmp-land-001"",""operational-owner"":""__FILL__"",""technical-owner"":""__FILL__""}}","True","ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","Enclosing Production Landing Zone Compartment"
